sentiment,tweet
Negative,Trying to find a oral surgeon who accepts my dental insurance! I have to get my wisdom teeth pulled out 
Negative,"@goldensunshyne If you guys go Sunday, holla! If its Monday, i work till 5  womp womp."
Negative,ahhh i got headache   hate that!
Negative,@JDohy yeah...you got that feeling too  Monday morning...what has the week got in store for us... 
Negative,Wishes he was in San Francisco at WOWODC and WWDC  ... there's always next year I guess.
Negative,Is stood outside work in the rain waiting 2 get in 
Negative,Ugh I want my own island! 
Negative,off to watch the news - will be depressing of course 
Negative,"Dave and I are both sick, but he gets to stay home, and I had to drag myself in to work. Why, you ask? He has paid sick leave; I don't. "
Negative,"@laura_0908 no i'm not, wish i was  i'm seeing them in 3 weeks though! did you go last night? xx"
Negative,Just waking up! I wonder what my puppies are doing? My throat hurts 
Negative,@scooby867 Me too  Still there's always next season ...
Negative,it's so hard resisting food 
Negative,Wow that's one Cool tattoo!  And the story behind it's well Sad  but yeah...The tattoo is cool 
Negative,@hectorramos Still doesn't work. iTunes won't let me select the .bundle file that is extracted.  
Negative,my belly is sore  still 
Negative,It is sooooo fucking boring 
Negative,@shannonleetweed ppor pablo 
Negative,my head hurts 
Negative,doesn't really like her roommies 
Negative,would pick Mouth in a Fantasy Boy Draft 
Negative,"@bubblythoughts Yup, very happy! But still have a thesis to finish writing  SO excited to start working. hows your morning going?"
Negative,@dietcoke4ever   it's such a nasty process though. Animal cruelty. 
Negative,I`m still so sick. GAAAAAAH.  Hopefully I can go out on Wed!
Negative,One week of boy scout camp coming up in about 2 hours 
Negative,is very emotional this evening 
Negative,erika and i r headin to bed. thrs nuthin more to do. 
Negative,I think when you should be asleep is a fine time to tweet! Only I have nothing fun to say. Bit of a downside actually 
Negative,@Bookstorebabe21 hahaha oh noes my multiple characters-ing freaks you outs! Noes! 
Negative,Cleaning....i need a maid!! 
Negative,"@paperclipface Also, I don't know my way around Africa "
Negative,Thanks for all my bday wishes! I felt very loved!!!! And while working out this morning I feel very old 
Negative,@lilmissaw3s0m3 no way!! why would you think that?? 
Negative,Just woke up in FL.  Anxiously awaiting to get the day started. Sad that I'll be missing #TrentLoos speak this morn in McLean Co 
Negative,is missing the west coast  ...spending this rainy day working!!
Negative,Happy Friday Tweeties.. Too bad its raining here 
Negative,I'm going to bed with a heavy heart. Good night world. I pray tomorrow will be a much better day. 
Negative,"@quackadoodle I have earplugs  sleep disorder. Hypersensitive FALLING asleep, then struggle to wake up.  Voices #1 irritant"
Negative,@ShootDiva lol! i dont think ur alone there. i reckon all of us photogs (myself included) hv those moments! 2 much to do in 2 little time 
Negative,"Well, got the selling In May part right, but it was the dollar and Treasuries that were the market to do it in. Oops. Another down month "
Negative,@michelleday_ a;sdlfjka;slkdfj FU. i cant believe im grounded and i missed coldplay. TWICE! both times!  wow. fml
Negative,"@josordoni Crikey, sounds very dramatic  Hope you weren't scalded by it! (but on bright side, is the cooker / floor very clean now?)"
Negative,"i'm back on twitter.. over the weekend? hmm.. looked for a new place, got my left toe thumb dead.. ouch!! it still hurts right now..  "
Negative,just discovered that i have to put all my movies in seperate folders for WMC... and download synopsis files one-by-one 
Negative,being annoyed with ?'s that i dont like 15 more days until i go back to arizona i just might kill myself before i even leave!!! 
Negative,It's Official: T.R. Knight Leaving Grey's Anatomy http://tinyurl.com/lxdayt oh no 
Negative,"@thelongmile  Tch, shopping are we?  Nothing open here on Sundays  "
Negative,@Chelleh It's not a gift horse.. 
Negative,"The weather sucks. And I'm hungry, but there's nothing to eat. "
Negative,i guess thats a no on the getting fucked up. 
Negative,I could cry! Forgot to log out of JCC at home so now I can't get on it here at work 
Negative,"Oh, it's totally ok, just throw some hotdogs in there and..... oh, right "
Negative,"Okay I'm scared, plz stop thundering "
Negative,@DizzyGiirl @LinusDigby Whatsuup ?!  xxxxxx
Negative,@sfeuer that's so sad  Joel Ross Housman should dance more often. It is good for the soul. Just get some liquid courage in ya ;)
Negative,"Saturday nite &amp; i'm wide awake, as usual!!! Rite about now there is something about these moments I miss "
Negative,@RealOneTreeHill SEASON 7!!!! You guys NEED to being back Rachel Gatina. I miss her. 
Negative,Its pouring... I hate rain &amp; Thunderstorms  yikes.
Negative,@thatgirlmaya it's so much more expensive there! and here 
Negative,@rosebiggin no i don't know who he's talking to 
Negative,Streaming is down in here  #asot400
Negative,"@DiscussAntiques I don't even know when that is! :/ I'm having computer issues, so on Twitberry. Computer has (bad) mind of its own! "
Negative,HAVE to find a job THIS WEEK.  this is the suck. 
Negative,@aircrash Oh that episode makes me cry 
Negative,i think my kitten is sick 
Negative,@_amberlovely i want the grey one so bad but i didnt get one last night cos i had to rush out  gutted  it was lovely seeing you!! x
Negative,@Frotila shes gone 
Negative,@TheNolanShow i got no sympathy for the poor prawn crisps 
Negative,@azuritetalk I wish i could be on yur friends list. 
Negative,"I think we see what they think right now  @sdunn0322 @sissyto4 If this is the way Russia see us, imagine what N Korea and Iran are saying."
Negative,Homework 
Negative,"@Lihis i know, i know!!! im such a....... "
Negative,@wer2005 http://twitpic.com/3hxpf - HaHaaaHaHaaaaaHaHaaHaaa...Oh Sorry....WTF were you thinking?! 
Negative,It looks like I'm not going to Iluma. I dun mind abt the watch. But I mind abt  @Jonasbrothers LVATT! 
Negative,Happy Birthday wee Stanno! omg its too warm outside  its like 23 degrees c. at least!
Negative,"(undisclosed jobsite name), where happiness goes to die... "
Negative,@rbflygal not much better  it'll take some time  pain killers yay! *hugs*
Negative,"OY! OK, supposedly the release date hasn't changed ... but it has still NOT be released 15 mins. into June 17th   Why am I still awake???"
Negative,"Hmm, turns out LG phones are allergic to Macs "
Negative,"i'd love to come see you, but you're halfway across the world, so that's kinda hard "
Negative,@tommcfly Help me to find my sister! 
Negative,@conorp YES!!! one final party  better make it a good one !! how much mpre stuff you got to go?
Negative,"i don`t have y!m, i can`t play our game. "
Negative,@weak_headedness ????? ??? ?????? ??????? ?????? ? ??????? ????? 
Negative,still here! missing the sunshine 
Negative,@daniela_95616 hahaa!! i just realized &quot;impune&quot; definitely isnt the word i wanted... dang. i'm so unclever. 
Negative,"Another night coming home from work in tears. What to do, what to do.... "
Negative,@moemasri oic.too bad  dec?insyallah.mcm best je.gotta pujuk my mum so that she'll send me there.=p
Negative,Note2Self: next time you have a project due in 2 days don't do something that will shut your server off for about 24 hours.  
Negative,I miss my owner. 
Negative,For last five days I am working on same probm and I am not able to make my project manager understand my point. 
Negative,This food is taking toooooo loooooong 
Negative,~ - I want some nom noms but I dunno what to eat cus of my braces making my teeth ache  And my head is... http://tumblr.com/xsh23fcns
Negative,is back from portugal 
Negative,"Me and Chris just watched 'the bucket list' wooow! Amazing movie, so sad - how could I NOT cry "
Negative,Twitter has been less than entertaining today!!!!!!!!! 
Negative,the stress is taking his toll 
Negative,hmm.. kinda down  i hope my thoughts are wrong..
Negative,@crystalchappell I'm totally jealous here !  What do I have 2 do 2 get some CC Tweets sent my way   Don't forget your peeps back in NYC..
Negative,@aheartofstars damn girl. that fucking sucks. why aint you text me or nothing? i hope you feel better 
Negative,http://twitpic.com/4he17 - This VIN is going to the grave... 
Negative,wow my trip to tampa has come to an end... 
Negative,@humandoodad and i think i made it worse  
Negative,@mrssmith909 hope she has a good recovery!!  poor girl
Negative,"@winstonszen Have you blogged about it? I was mobile when you tweeted it before, I'm not sure I'll be around... "
Negative,watching the rain fall 
Negative,My teeth hurt. New wires are tighter.   Going to lunch with dad when ever he decides to show up. Don't want to go. Someone SAVE me.
Negative,@sevinnyne6126 http://twitpic.com/6dfd2 - I can't see the photo 
Negative,@mindelixir yo man great to meet you too ! Thanks for letting me use your setup ! What happened w/the mixer situation 
Negative,@techno_G I know! I'm so bummed 
Negative,"@carajean24 Nope, didn't have the right kind of AmEx card, so I couldn't get 5*.    Oh, well.  Saved me money."
Negative,I'm loving this song right now-http://bit.ly/Pp1rW.  Anthony Hamilton is the truth-so sad that I'm going to miss the concert tonight. 
Negative,@5toSucceed tell me about it!  this is what you get for being such a procrastinator.
Negative,@Knottienature  @WOTN  This is true.....I never knew he was so aggressive!  
Negative,If I had the funds I would get up and runaway to the beach for a few days...I need it 
Negative,"@MissRoshni awww! Well, Ishaan has chicken pox!  so he's resting at home with shobi! Xx"
Negative,I am even more insanely jealous than I was before. AGHHHH!!  Sorry. it's not fair :'(
Negative,"@Rosie21 Nopee, but have a day of hardcore revision "
Negative,"Man, it seems like I am too old for acne.  Nope, woke up with some pimples.  Me and my tween son get to be pimple faced together. Awesome "
Negative,having a headache from last night 
Negative,Headed to work..amazing saturday 
Negative,"Is Sick, so my mommy is taking care of me! Wish my Bae was here "
Negative,so you wouldnt know it by looking (   )but i spent the whole day cleaning and now i'm tired... waiting for kenzie to come over.
Negative,@MrFettuccine One day it stopped working 
